"corpus","preloaded/ententen21_tt31"
"subcorpus","-"
Keyword,Gramrel,Collocate,Freq,Score
,,"conditioning",11,6.430
,,"priority",143,6.240
,,"parking",13,6.000
,,"consideration",10,5.040
comfort,"X throughout ...",,970,0.050
,,"wear",14,8.810
,,"procedure",26,8.400
,,"use",12,8.330
,,"stay",63,8.300
,,"workout",15,8.240
,,"workday",10,7.710
,,"treatment",18,7.620
,,"trip",16,6.850
,,"journey",38,6.540
,,"night",73,6.430
,,"home",41,6.270
,,"experience",10,5.880
,,"session",11,5.640
,,"day",272,5.420
,,"hotel",10,5.410
comfort,"X through ...",,936,0.050
,,"ventilation",14,8.470
,,"touch",17,7.260
,,"presence",14,6.770
,,"food",24,5.830
,,"prayer",24,5.790
,,"hour",16,5.190
,,"design",31,5.120
comfort,"... like X",,914,0.050
,,"home",42,8.130
,,"quality",10,6.530
,,"aspect",12,6.320
,,"benefit",13,5.500
,,"factor",36,5.050
comfort,"... without X",,841,0.040
,,"suffer",16,7.590
,,"sleep",12,6.350
,,"live",118,5.940
,,"survive",21,5.180
,,"go",91,5.120
comfort,"X like ...",,698,0.030
,,"conditioning",59,10.130
,,"air-conditioning",19,9.450
,,"heating",15,8.440
,,"bedding",10,8.330
,,"shower",26,8.050
,,"linen",12,8.010
,,"WiFi",10,7.820
,,"parking",13,7.750
,,"bed",29,7.630
,,"seat",25,7.620
,,"pillow",11,7.150
,,"bathroom",12,7.070
,,"electricity",16,6.900
,,"blanket",21,6.870
,,"kitchen",10,6.580
,,"TV",30,6.510
,,"pool",14,6.140
,,"A",10,6.090
,,"control",19,5.850
,,"Internet",11,5.630
,,"window",16,5.020
comfort,"X than ...",,689,0.030
,,"sportiness",12,9.130
,,"handling",14,8.730
,,"tent",23,8.280
,,"mattress",14,7.830
,,"style",23,6.480
,,"performance",29,5.970
,,"seat",20,5.740
,,"sport",13,5.730
,,"speed",30,5.550
,,"hotel",16,5.480
,,"look",10,5.420
,,"need",10,5.180
comfort,"X while ...",,618,0.030
,,"design",20,9.420
,,"riding",21,9.190
,,"outsole",10,8.970
,,"gaming",29,8.880
,,"camping",24,8.660
,,"sleeping",69,8.510
,,"cycling",18,8.310
,,"playing",54,7.640
,,"walking",11,7.480
,,"shooting",13,7.440
,,"driver",11,7.320
,,"fishing",19,6.760
,,"reading",22,6.640
,,"training",15,6.610
,,"driving",30,5.530
,,"shopping",10,5.270
comfort,"X within ...",,569,0.030
,,"cabin",11,8.130
,,"skin",11,6.970
,,"home",70,6.690
,,"building",42,5.570
,,"house",10,5.130
,,"States",34,5.050
comfort,"... within X",,533,0.030
,,"enjoy",14,8.340
,,"online",10,6.270
,,"treatment",14,6.240
,,"sit",22,5.600
,,"experience",43,5.530
,,"care",10,5.510
,,"life",18,5.060
,,"stay",58,5.050
comfort,"... over X",,448,0.020
,,"courage",83,11.940
,,"fashion",20,8.480
,,"truth",14,7.940
,,"style",52,7.670
,,"safety",10,7.240
,,"character",10,6.030
,,"look",13,5.470
,,"precedence",31,5.030
comfort,"... beyond X",,423,0.020
,,"venture",12,7.720
,,"step",11,7.140
,,"stretch",16,6.010
,,"push",10,5.760
,,"see",17,5.010
comfort,"... after X",,393,0.020
,,"look",10,5.320
,,"look",257,5.070
comfort,"X without ...",,373,0.020
,,"bulk",25,9.200
,,"compromise",48,7.490
,,"tag",22,7.360
,,"point",11,6.520
,,"pressure",12,5.520
comfort,"... towards X",,333,0.020
,,"more",47,6.410
,,"bias",20,6.080
,,"eye",11,5.730
,,"gear",70,5.530
,,"orient",16,5.230
,,"bias",11,5.080
comfort,"X under ...",,324,0.020
,,"pack",13,9.820
,,"affliction",14,9.060
,,"foot",81,5.630
comfort,"... behind X",,311,0.020
,,"leave",263,5.730
comfort,"X around ...",,249,0.010
,,"ankle",24,6.260
,,"foot",16,5.590
comfort,"X inside ...",,226,0.010
,,"restroom",16,10.530
,,"cabin",33,7.560
,,"vehicle",19,5.730
,,"car",24,5.420
,,"home",40,5.370
comfort,"... around X",,211,0.010
,,"design",58,6.560
,,"year",20,5.290
comfort,"X against ...",,204,0.010
,,"tribulation",55,12.760
,,"fear",10,6.840
,,"skin",87,6.680
comfort,"... toward X",,195,0.010
,,"bias",10,6.260
,,"more",17,6.030
,,"eye",10,5.100
comfort,"X above ...",,143,0.010
,,"else",86,7.670
,,"anything",11,7.150
,,"everything",19,6.830
comfort,"X among ...",,141,0.010
,,"mourner",14,9.640
comfort,"... outside X",,122,0.010
,,"step",46,6.640
comfort,"verbs with particle ""aside"" and X as object",,105,0.010
,,"cast",14,6.030
,,"lay",14,5.510
comfort,"X beyond ...",,87,0.000
,,"compare",15,6.710
,,"imagination",17,5.530
comfort,"... inside X",,77,0.000
,,"sit",16,5.510
,,"stay",11,5.230
comfort,"verbs with particle ""off"" and X as object",,68,0.000
,,"trade",16,6.290
comfort,"X before ...",,59,0.000
,,"fashion",11,11.340
,,"style",11,10.440
comfort,"... out X",,49,0.000
,,"seek",23,5.780
comfort,"X up ...",,37,0.000
,,"notch",13,5.100
comfort,"X aboard ...",,37,0.000
,,"boat",10,5.770
comfort,"X amid ...",,20,0.000
,,"chaos",15,8.680
comfort,"X below ...",,20,0.000
,,"deck",20,6.200
comfort,"X amidst ...",,18,0.000
,,"chaos",11,8.170
comfort,"... though X",,17,0.000
,,"act",17,7.990
comfort,"... so X",,16,0.000
,,"bring",10,7.550
comfort,"... up X",,12,0.000
,,"amp",12,5.500
comfort,"usage patterns",,0,0.000
,,"it''s ""%w"" to ...",1435,0.070
