"corpus","preloaded/ententen21_tt31"
"subcorpus","-"
Keyword,Gramrel,Collocate,Freq,Score
,,"resident",709,6.100
,,"responder",119,6.000
,,"employee",762,5.940
,,"staff",512,5.910
,,"consumer",487,5.890
,,"firefighter",98,5.780
,,"public",272,5.690
,,"patient",1231,5.670
,,"journalist",129,5.590
,,"human",222,5.570
,,"motorcyclist",71,5.530
,,"traveler",174,5.510
,,"mode",124,5.420
,,"survivor",135,5.400
,,"child",2263,5.380
,,"technologist",61,5.290
,,"pet",154,5.270
,,"everyone",1029,5.230
,,"victim",241,5.220
,,"participant",223,5.220
,,"pilot",101,5.160
,,"patron",77,5.160
,,"winner",101,5.140
,,"community",612,5.130
,,"woman",1008,5.120
,,"officer",158,5.100
safety,"... with X",,40928,0.630
,,"design",1486,7.720
,,"concern",2350,7.610
,,"entrust",241,6.740
,,"concern",453,6.660
,,"gamble",140,6.620
,,"chance",154,6.350
,,"concerned",128,6.320
,,"gun",133,6.190
,,"compliance",1066,6.050
,,"risk",133,5.890
,,"comply",1518,5.820
,,"build",341,5.610
,,"compromise",78,5.590
,,"hitter",69,5.590
,,"task",94,5.480
,,"trust",77,5.430
,,"trigger",55,5.400
,,"consistent",889,5.340
,,"synonymous",171,5.340
,,"engineer",55,5.270
,,"edge",57,5.230
,,"compliant",119,5.200
,,"politics",59,5.170
,,"pistol",50,5.150
,,"equipment",68,5.120
,,"obsession",136,5.100
,,"interfere",433,5.060
,,"vehicle",125,5.050
,,"attack",80,5.040
safety,"X at ...",,27447,0.420
,,"crossing",605,8.530
,,"workplace",550,8.180
,,"sea",1238,7.510
,,"work",3234,6.820
,,"risk",3010,6.710
,,"forefront",721,6.670
,,"intersection",640,6.640
,,"act",96,6.560
,,"legislation",65,6.120
,,"mine",123,5.980
,,"crosswalk",57,5.920
,,"plant",266,5.810
,,"refinery",65,5.750
,,"ground",125,5.720
,,"Sea",84,5.670
,,"regulation",48,5.650
,,"Act",51,5.620
,,"facility",365,5.570
,,"junction",166,5.500
,,"worksite",43,5.480
,,"org",31,5.130
safety,"X on ...",,21788,0.340
,,"roadway",339,7.970
,,"jobsite",116,7.290
,,"gun",190,6.890
,,"pistol",82,6.720
,,"road",3207,6.640
,,"job",641,6.380
,,"highway",370,6.340
,,"railway",98,6.230
,,"rifle",63,6.050
,,"corridor",59,5.930
,,"waterway",51,5.830
,,"worksite",36,5.700
,,"campus",1282,5.650
,,"roster",210,5.570
,,"transport",77,5.540
,,"snap",32,5.390
,,"Glock",28,5.370
,,"vessel",82,5.360
,,"stretch",62,5.360
,,"water",274,5.120
,,"transit",33,5.110
,,"defense",125,5.080
,,"A9",23,5.060
,,"farm",371,5.040
,,"street",618,5.010
,,"crossing",27,5.010
safety,"... is a X",,16190,0.250
,,"priority",2257,10.870
,,"concern",1613,9.050
,,"endpoint",172,7.900
,,"consideration",192,7.400
,,"focus",275,7.100
,,"responsibility",120,7.020
,,"objective",123,6.800
,,"goal",349,6.680
,,"safety",141,6.220
,,"issue",485,6.010
,,"reason",175,5.890
,,"mission",76,5.730
,,"stake",43,5.700
,,"outcome",88,5.660
,,"advantage",57,5.630
,,"Barron",25,5.610
,,"benefit",70,5.580
,,"purpose",65,5.530
,,"trial",57,5.380
,,"topic",67,5.330
,,"mandate",24,5.230
,,"mind",112,5.210
,,"job",95,5.210
,,"aim",32,5.200
,,"Reed",24,5.190
,,"Adams",29,5.160
,,"criterion",32,5.140
,,"equipment",41,5.130
,,"Thomas",41,5.070
,,"need",51,5.040
,,"vehicle",62,5.040
,,"duty",26,5.040
safety,"X to ...",,13423,0.210
,,"linebacker",96,7.670
,,"occupant",91,6.990
,,"cornerback",47,6.790
,,"passenger",138,6.190
,,"forefront",119,5.930
,,"pedestrian",53,5.920
,,"personnel",78,5.410
,,"rider",47,5.330
,,"cyclist",24,5.150
safety,"... as X",,12276,0.190
,,"project",38,5.990
,,"defense",31,5.930
,,"important",241,5.780
,,"snap",22,5.780
,,"topic",53,5.600
,,"NFL",20,5.550
,,"interception",18,5.500
,,"spot",30,5.330
,,"issue",90,5.210
,,"factor",35,5.160
,,"rank",53,5.040
,,"matter",32,5.040
,,"rate",28,5.010
,,"recruit",20,5.010
safety,"... from X",,11382,0.180
,,"point",1309,8.370
,,"watch",341,7.480
,,"venture",75,7.330
,,"enjoy",73,6.890
,,"wander",75,6.410
,,"participate",41,6.410
,,"unfold",29,6.030
,,"battle",33,6.000
,,"shark",24,5.940
,,"enemy",39,5.830
,,"war",40,5.810
,,"do",165,5.670
,,"storm",21,5.620
,,"stray",82,5.550
,,"vote",19,5.510
,,"wildlife",19,5.400
,,"topic",56,5.370
,,"lure",15,5.310
,,"venture",16,5.300
,,"shop",18,5.290
,,"bear",16,5.260
,,"observe",38,5.210
,,"online",60,5.200
,,"world",81,5.120
,,"quarter",17,5.070
,,"perform",23,5.030
,,"adventure",17,5.020
safety,"... over X",,9960,0.150
,,"profit",648,10.140
,,"concern",3729,9.540
,,"fear",328,9.200
,,"concern",164,8.190
,,"question",167,7.880
,,"doubt",120,7.750
,,"worry",87,7.500
,,"worry",73,7.260
,,"debate",469,7.230
,,"anxiety",74,7.180
,,"convenience",44,7.090
,,"raise",91,7.060
,,"watch",170,7.020
,,"speed",77,6.930
,,"mark",54,6.920
,,"controversy",185,6.910
,,"production",58,6.910
,,"politics",47,6.900
,,"precedence",115,6.540
,,"alarm",38,6.540
,,"scrutiny",33,6.380
,,"assurance",26,6.330
,,"priority",78,6.320
,,"express",26,6.240
,,"prioritized",23,6.160
,,"interest",44,6.120
,,"uncertainty",53,6.110
,,"freedom",24,6.050
,,"row",30,5.940
,,"scare",19,5.930
,,"apprehension",19,5.920
,,"strike",26,5.890
,,"safety",21,5.880
,,"comfort",20,5.830
,,"precedent",18,5.750
,,"skepticism",17,5.730
,,"money",37,5.690
,,"watch",33,5.670
,,"fret",21,5.630
,,"revenue",25,5.590
,,"regulation",17,5.540
,,"issue",32,5.530
,,"oversight",22,5.530
,,"public",17,5.510
,,"concerned",14,5.480
,,"action",33,5.480
,,"protest",37,5.470
,,"warning",15,5.460
,,"arise",23,5.450
,,"discussion",30,5.440
,,"reputation",17,5.430
,,"responsibility",19,5.410
,,"prioritized",13,5.390
,,"mount",17,5.380
,,"productivity",14,5.350
,,"remain",19,5.340
,,"authority",93,5.290
,,"outcry",16,5.280
,,"crisis",16,5.250
,,"privacy",12,5.240
,,"suspicion",12,5.230
,,"prioritised",12,5.230
,,"scandal",14,5.180
,,"argument",26,5.150
,,"jurisdiction",91,5.070
,,"strike",12,5.050
,,"risk",13,5.040
safety,"X from ...",,9641,0.150
,,"predator",267,8.190
,,"relegation",98,8.020
,,"violence",339,7.930
,,"crime",172,7.670
,,"persecution",112,7.600
,,"hazard",124,7.550
,,"danger",165,7.340
,,"threat",196,7.020
,,"fire",319,6.960
,,"terrorism",65,6.900
,,"abuser",39,6.820
,,"APTs",31,6.710
,,"terrorist",54,6.650
,,"harm",120,6.590
,,"enemy",108,6.270
,,"mob",34,6.270
,,"attack",280,6.260
,,"risk",74,6.230
,,"assault",41,6.170
,,"storm",83,6.110
,,"harassment",33,6.010
,,"predation",23,5.990
,,"flood",41,5.970
,,"virus",100,5.910
,,"abuse",83,5.900
,,"traffic",46,5.810
,,"theft",30,5.620
,,"eviction",19,5.620
,,"punishment",24,5.590
,,"aggressor",15,5.570
,,"prosecution",43,5.550
,,"COVID",25,5.550
,,"terror",20,5.540
,,"invasion",33,5.530
,,"lightning",16,5.500
,,"disaster",57,5.480
,,"horde",15,5.430
,,"reprisal",14,5.430
,,"wrath",20,5.420
,,"aggression",17,5.420
,,"accident",62,5.390
,,"flooding",26,5.370
,,"weather",37,5.300
,,"bombing",17,5.290
,,"brutality",13,5.280
,,"retaliation",15,5.260
,,"NHTSA",12,5.260
,,"contamination",24,5.250
,,"foe",16,5.230
,,"COVID-19",77,5.230
,,"chemical",27,5.220
,,"earthquake",26,5.210
,,"deportation",17,5.180
,,"calamity",13,5.180
,,"bear",15,5.150
,,"rape",15,5.130
,,"raid",18,5.120
,,"coronavirus",29,5.120
,,"Indians",20,5.120
,,"invader",15,5.100
,,"elimination",13,5.080
,,"gang",17,5.070
,,"surveillance",14,5.060
,,"shock",33,5.020
,,"attacker",13,5.010
safety,"X as ...",,9361,0.140
,,"priority",1964,9.840
,,"concern",320,8.080
,,"consideration",124,7.820
,,"paramount",38,6.970
,,"responsibility",68,6.900
,,"focus",90,6.300
,,"value",193,6.070
,,"objective",51,6.050
,,"reason",208,6.030
,,"goal",108,6.000
,,"issue",193,5.940
,,"pedestrian",18,5.610
,,"number",267,5.520
,,"prerequisite",25,5.230
,,"sophomore",24,5.150
,,"cornerstone",19,5.140
,,"aspect",32,5.130
safety,"X during ...",,9312,0.140
,,"transport",104,7.480
,,"use",130,7.260
,,"transportation",66,7.230
,,"COVID-19",153,7.040
,,"emergency",157,6.980
,,"travel",102,6.970
,,"pandemic",1122,6.850
,,"operation",325,6.820
,,"work",109,6.820
,,"activity",128,6.810
,,"driving",34,6.670
,,"construction",182,6.650
,,"disaster",65,6.640
,,"maintenance",38,6.600
,,"procedure",111,6.580
,,"fire",48,6.560
,,"transit",43,6.480
,,"evacuation",33,6.460
,,"condition",57,6.350
,,"transfer",37,6.340
,,"handling",27,6.310
,,"situation",46,6.240
,,"storm",94,6.220
,,"COVID",35,6.160
,,"outbreak",67,6.110
,,"outage",33,6.030
,,"care",23,6.020
,,"flood",35,6.000
,,"ride",34,5.960
,,"earthquake",34,5.900
,,"response",26,5.890
,,"incident",46,5.860
,,"Covid-19",23,5.860
,,"design",29,5.810
,,"tribulation",20,5.810
,,"launch",30,5.800
,,"collision",20,5.800
,,"hurricane",21,5.780
,,"surgery",64,5.760
,,"delivery",28,5.750
,,"project",52,5.740
,,"pregnancy",272,5.730
,,"weather",48,5.720
,,"flight",62,5.630
,,"journey",44,5.560
,,"landing",20,5.470
,,"safari",13,5.470
,,"event",186,5.450
,,"shipping",17,5.430
,,"tornado",13,5.400
,,"installation",44,5.390
,,"Covid",15,5.390
,,"move",18,5.380
,,"demolition",13,5.360
,,"anesthesia",13,5.330
,,"transition",40,5.300
,,"storage",21,5.290
,,"attack",51,5.270
,,"mission",34,5.270
,,"accident",17,5.270
,,"training",56,5.210
,,"stop",22,5.190
,,"shooting",17,5.190
,,"treatment",55,5.170
,,"approach",13,5.150
,,"restriction",12,5.150
,,"crisis",119,5.140
,,"trip",83,5.120
,,"testing",31,5.100
,,"production",34,5.040
safety,"X with ...",,9173,0.140
,,"airbag",39,6.610
,,"interception",22,5.230
,,"match",43,5.140
,,"pick",60,5.120
safety,"... at X",,8316,0.130
,,"starter",383,9.310
,,"depth",288,8.410
,,"snap",77,7.810
,,"rep",63,7.310
,,"need",140,7.040
,,"upgrade",68,7.040
,,"playmaker",35,6.940
,,"fit",39,6.600
,,"void",28,6.460
,,"thin",31,6.210
,,"backup",26,6.170
,,"McCourty",18,6.140
,,"deep",30,6.000
,,"help",48,5.940
,,"pick",26,5.940
,,"talent",43,5.780
,,"upgrade",21,5.770
,,"Allen",15,5.640
,,"Jones",20,5.630
,,"lineup",18,5.620
,,"answer",30,5.620
,,"Williams",19,5.590
,,"chart",32,5.560
,,"Amos",12,5.520
,,"start",124,5.510
,,"relief",23,5.510
,,"hole",65,5.510
,,"defense",26,5.510
,,"replacement",19,5.510
,,"Adams",13,5.450
,,"rookie",12,5.400
,,"help",39,5.360
,,"option",81,5.280
,,"Thomas",13,5.260
,,"Johnson",16,5.230
,,"game",290,5.220
,,"return",25,5.140
,,"Jackson",12,5.080
safety,"X through ...",,5323,0.080
,,"enforcement",79,8.420
,,"prevention",77,8.190
,,"compliance",37,7.640
,,"awareness",49,7.420
,,"reduction",68,7.400
,,"identification",37,7.230
,,"visibility",24,7.120
,,"monitoring",41,7.070
,,"supervision",23,6.960
,,"detection",26,6.910
,,"Research",27,6.880
,,"distancing",20,6.860
,,"protection",25,6.790
,,"education",238,6.770
,,"accountability",19,6.770
,,"design",103,6.650
,,"inspection",31,6.630
,,"redundancy",17,6.570
,,"management",63,6.570
,,"implementation",59,6.550
,,"improvement",35,6.520
,,"elimination",18,6.460
,,"regulation",40,6.440
,,"maintenance",19,6.440
,,"standard",21,6.330
,,"surveillance",17,6.320
,,"engineering",20,6.240
,,"lighting",13,6.220
,,"automation",23,6.160
,,"excellence",17,6.140
,,"control",40,6.140
,,"transparency",15,6.130
,,"training",118,6.080
,,"oversight",12,6.060
,,"communication",42,5.980
,,"measure",34,5.980
,,"reporting",13,5.920
,,"empowerment",12,5.860
,,"installation",17,5.810
,,"technology",75,5.770
,,"innovation",40,5.750
,,"recognition",13,5.730
,,"delivery",19,5.600
,,"care",17,5.590
,,"outreach",15,5.590
,,"health",12,5.550
,,"investigation",18,5.500
,,"assessment",22,5.480
,,"quality",12,5.430
,,"campaign",37,5.400
,,"development",74,5.390
,,"provision",27,5.370
,,"storm",17,5.370
,,"smoke",12,5.340
,,"leadership",17,5.320
,,"initiative",35,5.310
,,"policy",33,5.290
,,"law",23,5.280
,,"intervention",19,5.250
,,"testing",25,5.240
,,"establishment",14,5.210
,,"collaboration",43,5.180
,,"strategy",21,5.100
,,"evaluation",12,5.100
,,"use",206,5.050
,,"involvement",16,5.050
,,"introduction",13,5.040
,,"feature",13,5.040
,,"knowledge",14,5.040
,,"practice",43,5.030
,,"planning",15,5.020
,,"investment",24,5.010
safety,"... into X",,5268,0.080
,,"clear",67,8.550
,,"retreat",186,7.830
,,"review",87,7.670
,,"retreat",58,7.400
,,"study",131,7.090
,,"danger",21,6.960
,,"report",79,6.740
,,"withdraw",40,6.650
,,"conduct",24,6.580
,,"king",17,6.520
,,"hearing",24,6.460
,,"flee",62,6.240
,,"research",504,6.190
,,"investor",19,6.160
,,"trial",14,6.080
,,"duck",28,6.050
,,"inquiry",179,5.940
,,"scurry",12,5.890
,,"scramble",12,5.790
,,"enquiry",29,5.640
,,"dart",12,5.540
,,"escape",43,5.500
,,"investigation",365,5.420
,,"investment",52,5.220
,,"flight",18,5.010
safety,"... between X",,3377,0.050
,,"tradeoff",114,8.030
,,"trade-off",130,7.540
,,"balance",863,7.230
,,"compromise",93,7.130
,,"strike",24,6.710
,,"trade-offs",13,6.480
,,"act",19,6.390
,,"choose",292,6.270
,,"choice",123,6.180
,,"balance",16,5.700
,,"decide",25,5.560
,,"tear",30,5.180
safety,"X within ...",,3248,0.050
,,"workplace",100,8.240
,,"rave",15,7.230
,,"warehouse",21,7.190
,,"facility",81,7.130
,,"home",93,6.940
,,"operation",25,6.740
,,"lab",15,6.730
,,"prison",23,6.700
,,"neighborhood",24,6.420
,,"relationship",33,6.370
,,"organisation",103,6.340
,,"laboratory",12,6.260
,,"premise",22,6.240
,,"sport",17,6.150
,,"corridor",13,6.140
,,"building",61,5.980
,,"hospital",21,5.870
,,"industry",218,5.860
,,"business",53,5.830
,,"environment",104,5.780
,,"wall",62,5.650
,,"school",57,5.640
,,"setting",38,5.620
,,"plant",12,5.550
,,"center",15,5.530
,,"practice",17,5.370
,,"organization",115,5.230
,,"community",280,5.210
,,"company",70,5.150
,,"sector",60,5.060
,,"department",39,5.030
,,"border",43,5.010
safety,"... around X",,3200,0.050
,,"concern",447,9.680
,,"fear",42,8.190
,,"value",45,8.080
,,"issue",313,7.970
,,"awareness",81,7.950
,,"question",93,7.840
,,"regulation",44,7.830
,,"message",36,7.830
,,"requirement",27,7.500
,,"standard",27,7.480
,,"perception",21,7.470
,,"guidance",24,7.400
,,"conversation",126,7.350
,,"challenge",39,7.260
,,"education",33,7.230
,,"guideline",18,7.130
,,"decision",32,7.070
,,"consideration",15,7.040
,,"misinformation",14,6.990
,,"policy",35,6.960
,,"anxiety",19,6.960
,,"confidence",14,6.940
,,"priority",13,6.900
,,"legislation",15,6.880
,,"evidence",15,6.870
,,"rule",29,6.810
,,"information",25,6.740
,,"campaign",23,6.720
,,"advice",12,6.600
,,"expectation",17,6.550
,,"practice",30,6.530
,,"engagement",14,6.520
,,"training",14,6.500
,,"raise",14,6.470
,,"measure",14,6.380
,,"datum",16,6.370
,,"debate",44,6.350
,,"risk",12,6.270
,,"communication",12,6.250
,,"law",16,6.230
,,"discourse",15,6.160
,,"uncertainty",28,6.100
,,"design",48,6.080
,,"discussion",59,6.070
,,"effort",17,5.950
,,"narrative",12,5.920
,,"dialogue",13,5.780
,,"culture",25,5.750
,,"focus",20,5.370
,,"revolve",175,5.160
,,"work",28,5.150
,,"do",17,5.140
safety,"... than X",,3109,0.050
,,"priority",104,8.730
,,"profit",42,8.100
,,"safety",21,7.550
,,"important",948,7.530
,,"revenue",28,7.310
,,"responsibility",16,6.930
,,"image",21,6.880
,,"politics",19,6.860
,,"line",18,6.660
,,"importance",20,6.650
,,"reason",30,6.380
,,"issue",25,5.950
,,"money",35,5.280
safety,"X by ...",,3018,0.050
,,"flight",114,7.840
,,"NCAP",19,7.370
,,"end-use",21,7.360
,,"rescuer",19,7.280
,,"helicopter",101,6.850
,,"firefighter",30,6.730
,,"anybody",47,6.720
,,"design",158,5.740
safety,"... by X",,2742,0.040
,,"tackle",16,7.300
safety,"... like X",,2521,0.040
,,"concern",34,8.020
,,"aspect",42,7.720
,,"priority",17,7.380
,,"topic",146,7.330
,,"cover",13,7.220
,,"consideration",13,7.160
,,"issue",355,7.120
,,"need",21,6.740
,,"matter",20,6.620
,,"position",15,6.610
,,"value",20,6.350
,,"property",23,6.340
,,"benefit",26,6.270
,,"factor",83,6.190
,,"area",139,6.050
,,"build",29,5.720
,,"subject",24,5.430
,,"concept",18,5.340
,,"service",102,5.250
safety,"... towards X",,2241,0.030
,,"concern",49,9.090
,,"awareness",43,8.650
,,"flee",32,8.280
,,"commitment",55,7.670
,,"regulation",14,7.630
,,"measure",14,7.350
,,"commit",15,7.320
,,"perception",18,7.260
,,"eye",40,7.230
,,"responsibility",45,7.140
,,"focus",21,7.070
,,"government",15,6.760
,,"approach",70,6.620
,,"behaviour",23,6.560
,,"attitude",413,6.530
,,"attention",24,6.460
,,"change",15,6.330
,,"step",201,6.170
,,"make",21,6.080
,,"contribute",75,6.000
,,"effort",32,6.000
,,"run",39,5.780
,,"contribution",30,5.670
,,"journey",24,5.530
,,"way",41,5.360
,,"work",23,5.340
,,"gear",61,5.280
,,"orient",16,5.040
safety,"X across ...",,2141,0.030
,,"mode",34,7.940
,,"fleet",21,7.100
,,"operation",32,7.090
,,"continuum",31,6.790
,,"NHS",14,6.770
,,"setting",23,6.360
,,"facility",12,6.110
,,"chain",51,6.090
,,"system",70,5.940
,,"industry",146,5.670
,,"organisation",22,5.530
,,"business",32,5.460
,,"community",32,5.300
,,"company",18,5.010
,,"EU",14,5.010
safety,"X into ...",,1979,0.030
,,"planning",32,6.030
,,"workplace",15,5.410
,,"design",80,5.200
safety,"X over ...",,1710,0.030
,,"EtherCAT",50,9.750
,,"convenience",39,9.310
,,"profit",70,8.740
,,"speed",62,8.580
,,"liberty",20,7.980
,,"freedom",27,7.670
,,"else",15,7.640
,,"efficiency",13,7.570
,,"return",21,7.520
,,"risk",25,7.200
,,"politics",14,6.020
,,"safety",21,5.880
,,"interest",15,5.730
,,"everything",41,5.440
,,"anything",12,5.240
,,"top",165,5.050
safety,"X around ...",,1553,0.020
,,"Water",21,8.590
,,"water",78,8.520
,,"dog",55,8.490
,,"horse",39,8.410
,,"school",164,8.340
,,"animal",37,8.190
,,"crossing",13,7.970
,,"equipment",20,7.920
,,"electricity",13,7.920
,,"railroad",12,7.860
,,"truck",18,7.760
,,"bus",14,7.710
,,"train",14,7.650
,,"vehicle",35,7.640
,,"pet",12,7.490
,,"zone",13,6.920
,,"pool",48,6.900
,,"program",18,6.860
,,"child",35,6.600
,,"home",79,6.180
,,"line",21,5.980
,,"site",54,5.760
,,"campus",38,5.300
,,"track",21,5.150
safety,"X throughout ...",,1448,0.020
,,"operation",40,8.340
,,"chain",100,7.850
,,"organisation",19,7.090
,,"company",21,6.680
,,"industry",54,6.640
,,"organization",49,6.620
,,"trial",13,6.570
,,"facility",19,6.340
,,"lifecycle",27,6.250
,,"journey",32,6.240
,,"community",58,6.010
,,"project",30,5.970
,,"pandemic",33,5.840
,,"system",32,5.560
,,"cycle",22,5.450
,,"City",13,5.370
,,"process",87,5.190
,,"program",13,5.100
safety,"verbs with particle ""up"" and X as object",,1424,0.020
,,"beef",50,5.400
safety,"... toward X",,1336,0.020
,,"concern",13,8.200
,,"awareness",12,8.080
,,"commitment",15,7.750
,,"indifference",13,7.740
,,"flee",13,7.710
,,"eye",68,7.700
,,"responsibility",19,7.290
,,"approach",29,6.890
,,"take",13,6.840
,,"attitude",270,6.230
,,"make",12,6.160
,,"effort",20,5.920
,,"run",25,5.860
,,"step",112,5.820
,,"contribute",13,5.780
,,"go",61,5.760
,,"journey",13,5.340
,,"orient",14,5.320
,,"gear",49,5.310
,,"way",22,5.070
,,"direct",31,5.070
safety,"X after ...",,1327,0.020
,,"threat",21,7.450
,,"blast",13,6.250
,,"dark",51,5.810
,,"approval",16,5.670
,,"earthquake",34,5.520
,,"explosion",18,5.490
,,"disaster",27,5.240
,,"incident",54,5.190
,,"shooting",22,5.010
safety,"X among ...",,1218,0.020
,,"enemy",28,8.300
,,"qualifier",13,8.020
,,"driver",42,7.460
,,"operator",12,6.640
,,"employee",47,6.110
,,"worker",69,5.860
,,"consumer",36,5.730
,,"issue",12,5.660
,,"public",26,5.410
,,"staff",23,5.200
,,"resident",28,5.190
,,"child",83,5.090
,,"citizen",17,5.010
safety,"X against ...",,1190,0.020
,,"earthquake",21,8.370
,,"collapse",21,8.310
,,"failure",62,8.130
,,"hazard",36,7.960
,,"flooding",23,7.940
,,"fire",46,7.500
,,"accident",21,7.490
,,"flood",13,7.170
,,"shock",19,7.090
,,"contamination",12,6.930
,,"disaster",16,6.850
,,"theft",26,6.520
,,"need",13,6.330
,,"danger",24,6.300
,,"injury",16,6.140
,,"predator",12,5.870
,,"cost",13,5.550
,,"threat",55,5.450
,,"loss",33,5.360
,,"risk",30,5.290
,,"spread",14,5.290
,,"Covid-19",14,5.180
,,"damage",24,5.120
safety,"X under ...",,1086,0.020
,,"vine",36,8.440
,,"Health",18,7.160
,,"shadow",15,5.590
,,"protection",46,5.330
safety,"verbs with particle ""out"" and X as object",,939,0.010
,,"bang",39,7.700
,,"pound",16,6.580
safety,"... after X",,882,0.010
,,"kick",31,9.090
,,"look",28,6.730
,,"look",690,6.490
safety,"X along ...",,880,0.010
,,"roadway",38,7.940
,,"corridor",151,7.500
,,"stretch",43,6.490
,,"chain",32,6.000
,,"section",17,5.840
,,"Route",22,5.450
,,"highway",30,5.150
,,"Highway",24,5.020
safety,"... against X",,806,0.010
,,"strike",60,8.460
,,"act",88,7.560
,,"threat",133,7.270
,,"balance",19,6.040
,,"offense",27,5.970
,,"weigh",19,5.490
,,"offence",20,5.320
,,"evidence",27,5.130
,,"plot",12,5.120
safety,"X before ...",,793,0.010
,,"LNG",68,11.270
,,"profit",54,8.540
,,"marketing",12,8.510
,,"drug",12,7.580
,,"approval",20,7.260
,,"everything",23,7.110
,,"explosion",13,6.680
,,"hit",19,6.610
,,"strike",12,6.290
,,"anything",27,6.030
,,"accident",16,5.810
,,"interest",13,5.030
,,"storm",15,5.010
safety,"verbs with particle ""off"" and X as object",,745,0.010
,,"thumb",50,10.960
,,"flick",79,10.580
,,"look",87,10.190
,,"click",86,9.910
,,"flip",60,9.000
,,"trade",35,7.280
,,"slip",23,5.350
safety,"X without ...",,587,0.010
,,"jeopardy",21,10.070
,,"collection",16,8.960
,,"advantage",12,7.950
,,"security",21,7.850
,,"compromise",45,7.360
,,"check",12,6.310
,,"injury",16,5.730
safety,"... upon X",,571,0.010
,,"impact",40,7.620
,,"doubt",12,7.020
,,"impact",63,6.350
,,"improve",50,6.110
,,"infringe",20,5.870
,,"have",17,5.560
,,"focus",24,5.010
safety,"... within X",,566,0.010
,,"organization",32,6.490
,,"stay",62,5.150
,,"remain",38,5.010
safety,"... before X",,564,0.010
,,"profit",260,9.150
,,"politics",19,9.050
,,"production",14,8.130
,,"interest",19,7.730
,,"other",12,7.670
,,"money",16,7.070
,,"put",35,6.460
safety,"X while ...",,564,0.010
,,"good",16,9.560
,,"riding",12,8.450
,,"diving",15,8.250
,,"cycling",14,7.990
,,"camping",12,7.710
,,"driving",77,6.890
,,"work",21,6.640
,,"fishing",15,6.440
,,"shopping",15,5.860
,,"man",17,5.510
safety,"X than ...",,558,0.010
,,"corner",24,8.930
,,"safety",21,7.550
,,"battery",12,5.590
safety,"... beyond X",,522,0.010
,,"venture",35,8.790
,,"venture",18,8.240
,,"benefit",15,7.310
,,"travel",12,6.520
,,"world",14,5.150
safety,"X above ...",,488,0.010
,,"profit",33,10.040
,,"else",232,9.060
,,"concern",17,8.930
,,"consideration",22,8.880
,,"everything",82,8.850
,,"anything",22,7.970
,,"thing",14,5.840
safety,"... behind X",,419,0.010
,,"science",40,5.820
,,"stand",72,5.480
safety,"X if ...",,349,0.010
,,"emergency",12,8.380
,,"fire",12,7.030
,,"nothing",35,5.620
safety,"X behind ...",,317,0.000
,,"wall",55,5.840
,,"wheel",88,5.480
,,"line",44,5.310
safety,"... without X",,289,0.000
,,"gun",17,8.140
safety,"... above X",,271,0.000
,,"profit",103,10.820
,,"politics",19,9.990
,,"concern",12,9.970
,,"interest",27,8.540
safety,"X off ...",,263,0.000
,,"slant",44,11.650
,,"gun",64,11.320
,,"pistol",13,10.420
,,"rifle",15,10.350
,,"weapon",16,10.020
,,"board",57,7.300
safety,"X amid ...",,254,0.000
,,"COVID-19",25,9.170
,,"uncertainty",12,7.610
,,"outbreak",15,7.500
,,"pandemic",129,7.340
,,"crisis",12,6.370
,,"concern",13,5.810
safety,"... because X",,250,0.000
,,"ingredient",20,11.010
,,"safety",12,9.740
,,"safe",12,7.900
safety,"... among X",,220,0.000
,,"grade",14,9.750
,,"second",15,6.810
,,"[number]",51,6.590
safety,"X because ...",,209,0.000
,,"safety",12,9.740
,,"driver",29,7.890
safety,"... off X",,172,0.000
,,"point",140,8.050
safety,"X near ...",,152,0.000
,,"school",65,7.450
safety,"... until X",,147,0.000
,,"operation",12,6.110
safety,"... outside X",,132,0.000
,,"venture",13,8.100
,,"venture",15,7.920
,,"step",23,5.640
safety,"X outside ...",,130,0.000
,,"school",36,6.900
safety,"X inside ...",,129,0.000
,,"wall",16,5.330
,,"car",21,5.230
safety,"X upon ...",,120,0.000
,,"Communication",29,10.320
,,"return",32,5.460
safety,"... out X",,110,0.000
,,"bang",19,10.450
safety,"X so ...",,94,0.000
,,"child",15,5.280
safety,"verbs with particle ""over"" and X as object",,91,0.000
,,"worry",18,10.400
,,"watch",64,8.230
safety,"verbs with particle ""away"" and X as object",,90,0.000
,,"trade",17,6.000
safety,"X aboard ...",,71,0.000
,,"vessel",23,6.680
,,"ship",37,5.280
safety,"verbs with particle ""around"" and X as object",,48,0.000
,,"message",13,9.990
safety,"X amidst ...",,45,0.000
,,"pandemic",35,8.320
safety,"... below X",,30,0.000
,,"point",12,5.790
safety,"... en X",,23,0.000
,,"BS",23,7.800
safety,"... re X",,18,0.000
,,"concern",13,11.860
safety,"usage patterns",,0,0.000
,,"it''s ""%w"" to ...",32,0.000
